datetime,open,high,low,close,volume
2015-10-14 01:00:00.000000,60.76,60.97,59.54,59.99,28989352
2015-10-15 01:00:00.000000,60.47,61.96,60.1034,61.89,18147873
2015-10-16 01:00:00.000000,62.43,62.65,62.09,62.43,17456576
2015-10-19 01:00:00.000000,62.0,62.765,61.91,62.22,14510389
2015-10-20 01:00:00.000000,62.36,62.815,62.08,62.52,11545128
2015-10-21 01:00:00.000000,62.88,62.96,62.05,62.06,12173278
2015-10-22 01:00:00.000000,62.42,63.58,62.42,63.19,15295681
2015-10-23 01:00:00.000000,63.63,64.185,63.5,63.87,16985219
2015-10-26 01:00:00.000000,63.84,63.99,63.41,63.9,13880244
2015-10-27 01:00:00.000000,63.53,63.86,63.3135,63.64,8831862
2015-10-28 01:00:00.000000,63.7,65.74,63.69,65.5,17962014
2015-10-29 01:00:00.000000,65.26,65.83,64.88,65.21,12753676
2015-10-30 01:00:00.000000,65.3,65.34,64.13,64.25,15731415
2015-11-02 01:00:00.000000,64.45,65.75,64.39,65.54,15253302
2015-11-03 01:00:00.000000,65.29,66.1,65.17,65.78,11519476
2015-11-04 01:00:00.000000,66.01,66.15,65.63,65.85,11388422
2015-11-05 01:00:00.000000,65.79,66.67,65.75,66.44,12715877
2015-11-06 01:00:00.000000,68.37,69.03,68.1,68.46,23262747
2015-11-09 01:00:00.000000,68.7,68.72,67.08,67.39,17143831
2015-11-10 01:00:00.000000,67.19,67.85,66.93,67.68,13239736
2015-11-11 01:00:00.000000,68.1,68.17,67.25,67.35,8513925
2015-11-12 01:00:00.000000,66.86,66.9,65.95,66.0,13576850
2015-11-13 01:00:00.000000,65.84,66.17,65.23,65.56,11836959
2015-11-16 01:00:00.000000,65.46,66.58,65.17,66.51,11041106
2015-11-17 01:00:00.000000,66.67,66.74,65.89,66.13,12354839
2015-11-18 01:00:00.000000,66.48,67.55,66.37,67.45,12911408
2015-11-19 01:00:00.000000,67.58,67.82,67.04,67.66,12839462
2015-11-20 01:00:00.000000,67.99,68.11,67.375,67.54,11209616
2015-11-23 01:00:00.000000,67.31,67.58,66.78,66.88,11338963
2015-11-24 01:00:00.000000,66.17,67.14,66.04,66.78,10910042
2015-11-25 01:00:00.000000,66.93,67.12,66.55,66.86,7772026
2015-11-27 01:00:00.000000,67.0,67.3264,66.64,67.17,4052853
2015-11-30 01:00:00.000000,67.28,67.52,66.68,66.68,15147536
2015-12-01 01:00:00.000000,67.34,67.83,66.99,67.61,12708809
2015-12-02 01:00:00.000000,67.83,67.88,66.48,66.66,13440883
