datetime,open,high,low,close,volume
2015-10-14 01:00:00.000000,94.08,95.2,93.61,94.07,19253351
2015-10-15 01:00:00.000000,94.99,96.3,94.9,95.96,27557516
2015-10-16 01:00:00.000000,96.18,97.59,95.35,97.54,25412856
2015-10-19 01:00:00.000000,97.18,98.57,96.92,98.47,23729924
2015-10-20 01:00:00.000000,98.73,99.59,96.56,97.0,30881777
2015-10-21 01:00:00.000000,97.37,98.18,96.47,97.11,22003730
2015-10-22 01:00:00.000000,97.79,99.73,97.55,99.67,26392075
2015-10-23 01:00:00.000000,101.91,102.85,100.16,102.19,42809661
2015-10-26 01:00:00.000000,102.2,103.81,101.55,103.77,25961212
2015-10-27 01:00:00.000000,102.94,104.1,102.4,103.7,23795472
2015-10-28 01:00:00.000000,103.9,104.48,102.92,104.2,24081515
2015-10-29 01:00:00.000000,103.96,105.12,103.52,104.88,20316691
2015-10-30 01:00:00.000000,104.51,104.72,101.65,101.97,33487104
2015-11-02 01:00:00.000000,102.46,103.47,101.18,103.31,24003944
2015-11-03 01:00:00.000000,103.22,103.65,102.4,102.58,21242341
2015-11-04 01:00:00.000000,103.19,104.14,102.48,103.94,43469308
2015-11-05 01:00:00.000000,108.8,110.65,107.95,108.76,63232861
2015-11-06 01:00:00.000000,108.04,108.74,105.91,107.095,35084342
2015-11-09 01:00:00.000000,107.0,108.25,105.86,106.49,26383540
2015-11-10 01:00:00.000000,105.96,108.15,105.24,107.91,25031681
2015-11-11 01:00:00.000000,108.27,109.87,107.11,109.01,25057099
2015-11-12 01:00:00.000000,108.48,109.39,108.0,108.02,20924674
2015-11-13 01:00:00.000000,107.71,108.25,103.83,103.95,30278403
2015-11-16 01:00:00.000000,103.32,104.17,100.47,104.04,49309167
2015-11-17 01:00:00.000000,104.62,106.2,104.14,105.13,26807230
2015-11-18 01:00:00.000000,105.8,107.88,105.39,107.77,23836526
2015-11-19 01:00:00.000000,107.36,107.73,105.95,106.26,25520599
2015-11-20 01:00:00.000000,106.84,107.87,106.62,107.32,22129648
2015-11-23 01:00:00.000000,107.19,107.468,106.08,106.95,19897220
2015-11-24 01:00:00.000000,106.0,106.49,104.39,105.74,23577293
2015-11-25 01:00:00.000000,106.33,106.6,105.1,105.41,15150785
2015-11-27 01:00:00.000000,105.78,105.96,104.86,105.45,5913066
2015-11-30 01:00:00.000000,105.84,106.0999,103.75,104.24,20383179
2015-12-01 01:00:00.000000,104.83,107.15,104.5,107.12,22781868
2015-12-02 01:00:00.000000,107.0,107.92,105.79,106.07,24429063
2015-12-03 01:00:00.000000,106.27,106.85,103.35,104.38,23236485
2015-12-04 01:00:00.000000,104.81,107.73,104.11,106.18,21224721
2015-12-07 01:00:00.000000,106.48,106.83,104.66,105.61,15474890
2015-12-08 01:00:00.000000,104.0,106.91,103.95,106.49,20401791
2015-12-09 01:00:00.000000,106.18,106.44,103.55,104.6,23517268
2015-12-10 01:00:00.000000,105.05,106.4,104.41,105.42,17454312
2015-12-11 01:00:00.000000,104.15,104.34,101.91,102.12,26427727
2015-12-14 01:00:00.000000,102.285,104.74,101.46,104.66,24813496
2015-12-15 01:00:00.000000,105.3,105.8,104.28,104.55,21764331
2015-12-16 01:00:00.000000,105.37,107.09,104.19,106.79,22680547
2015-12-17 01:00:00.000000,107.49,107.75,106.13,106.22,21675686
2015-12-18 01:00:00.000000,106.08,106.59,103.97,104.04,35994199
2015-12-21 01:00:00.000000,104.91,105.15,103.6,104.77,16138786
2015-12-22 01:00:00.000000,105.22,105.6601,104.81,105.51,14597122
2015-12-23 01:00:00.000000,105.89,106.11,103.86,104.63,19599673
2015-12-24 01:00:00.000000,104.74,105.32,104.5,105.02,6512134
2015-12-28 01:00:00.000000,105.02,105.98,104.53,105.93,13069733
2015-12-29 01:00:00.000000,106.42,107.74,106.25,107.26,17179901
2015-12-30 01:00:00.000000,107.0,107.25,106.06,106.22,13115007
2015-12-31 01:00:00.000000,106.0,106.17,104.62,104.66,18391064
2016-01-04 01:00:00.000000,101.95,102.24,99.75,102.22,37912403
2016-01-05 01:00:00.000000,102.89,103.7099,101.665,102.73,23258238
2016-01-06 01:00:00.000000,101.13,103.77,100.9,102.97,25096183
2016-01-07 01:00:00.000000,100.5,101.43,97.3,97.92,45172906
2016-01-08 01:00:00.000000,99.88,100.5,97.0311,97.33,35402298
2016-01-11 01:00:00.000000,97.91,98.6,95.39,97.51,29932385
2016-01-12 01:00:00.000000,99.0,99.96,97.55,99.37,28395390
2016-01-13 01:00:00.000000,100.58,100.58,95.21,95.44,33410553
2016-01-14 01:00:00.000000,95.85,98.87,92.45,98.37,48658623
2016-01-15 01:00:00.000000,93.98,96.38,93.54,94.97,46132781
2016-01-19 01:00:00.000000,96.53,97.42,93.92,95.26,30998256
2016-01-20 01:00:00.000000,92.83,95.0,89.37,94.35,59051429
2016-01-21 01:00:00.000000,94.91,95.99,92.62,94.16,30518939
2016-01-22 01:00:00.000000,96.41,98.07,95.49,97.94,30495387
2016-01-25 01:00:00.000000,98.72,99.48,96.93,97.01,32482015
2016-01-26 01:00:00.000000,97.76,97.88,95.66,97.34,26877080
2016-01-27 01:00:00.000000,97.79,97.85,94.23,94.45,58699359
2016-01-28 01:00:00.000000,107.2,110.34,104.81,109.11,107475327
2016-01-29 01:00:00.000000,108.99,112.84,108.84,112.21,62739548
2016-02-01 01:00:00.000000,112.27,115.72,112.01,115.09,46132726
2016-02-02 01:00:00.000000,114.8,117.59,113.2,114.61,59778571
2016-02-03 01:00:00.000000,115.27,115.3407,109.75,112.69,56919324
2016-02-04 01:00:00.000000,111.8,111.94,109.25,110.49,38890199
2016-02-05 01:00:00.000000,109.51,109.58,103.18,104.07,76894741
2016-02-08 01:00:00.000000,100.41,102.68,97.46,99.75,71229746
2016-02-09 01:00:00.000000,97.14,102.4,96.82,99.54,62709018
2016-02-10 01:00:00.000000,101.55,103.25,100.24,101.0,45179370
2016-02-11 01:00:00.000000,99.6,105.11,98.88,101.91,43670634
2016-02-12 01:00:00.000000,103.74,104.24,101.09,102.01,36176760
2016-02-16 01:00:00.000000,103.8,103.93,100.24,101.61,45687224
2016-02-17 01:00:00.000000,101.94,105.72,100.4,105.2,44073369
2016-02-18 01:00:00.000000,105.8,106.0,103.03,103.47,29593508
2016-02-19 01:00:00.000000,102.55,105.02,102.06,104.57,32404516
2016-02-22 01:00:00.000000,105.49,108.25,105.34,107.16,35709714
2016-02-23 01:00:00.000000,106.85,107.47,105.12,105.46,25319315
2016-02-24 01:00:00.000000,104.21,106.95,102.74,106.88,34412437
2016-02-25 01:00:00.000000,107.11,108.07,105.61,108.07,29906278
2016-02-26 01:00:00.000000,108.7,109.45,107.16,107.92,26686193
2016-02-29 01:00:00.000000,107.6,108.9101,106.75,106.92,32778992
2016-03-01 01:00:00.000000,107.83,109.82,107.6,109.82,26817309
2016-03-02 01:00:00.000000,109.68,110.55,108.77,109.95,25670170
2016-03-03 01:00:00.000000,110.25,110.3,108.54,109.58,21353092
2016-03-04 01:00:00.000000,110.05,110.05,107.93,108.39,24938858
2016-03-07 01:00:00.000000,108.07,108.07,104.72,105.73,31534055
2016-03-08 01:00:00.000000,104.78,107.37,104.4,105.93,25616963
2016-03-09 01:00:00.000000,106.7,107.51,105.49,107.51,20493305
2016-03-10 01:00:00.000000,107.91,108.66,105.7699,107.32,24854284
2016-03-11 01:00:00.000000,108.48,109.42,107.92,109.41,20697553
2016-03-14 01:00:00.000000,109.28,110.33,108.77,109.89,17249365
2016-03-15 01:00:00.000000,109.11,110.83,108.84,110.67,17618460
2016-03-16 01:00:00.000000,110.49,112.5,110.1,112.18,24744778
2016-03-17 01:00:00.000000,112.15,112.69,110.73,111.02,24241247
2016-03-18 01:00:00.000000,111.56,112.42,110.27,111.45,36256877
2016-03-21 01:00:00.000000,111.66,112.37,111.03,111.85,18447974
