datetime,open,high,low,close,volume
2015-10-14 01:00:00.000000,46.65,47.1,46.53,46.68,24697766
2015-10-15 01:00:00.000000,47.01,47.03,46.53,47.01,27189370
2015-10-16 01:00:00.000000,47.02,47.54,46.897,47.51,26450334
2015-10-19 01:00:00.000000,47.42,47.88,47.02,47.62,29387581
2015-10-20 01:00:00.000000,47.44,47.81,47.02,47.77,30802235
2015-10-21 01:00:00.000000,47.92,47.99,47.11,47.2,25264710
2015-10-22 01:00:00.000000,47.53,48.95,47.09,48.03,56637074
2015-10-23 01:00:00.000000,52.3,54.07,52.25,52.87,135227060
2015-10-26 01:00:00.000000,52.53,54.32,52.5,54.25,64633324
2015-10-27 01:00:00.000000,53.99,54.37,53.58,53.69,50999907
2015-10-28 01:00:00.000000,53.54,53.98,52.86,53.98,47000753
2015-10-29 01:00:00.000000,53.54,53.83,53.22,53.36,30202078
2015-10-30 01:00:00.000000,53.32,53.99,52.62,52.64,46619761
2015-11-02 01:00:00.000000,52.85,53.36,52.62,53.24,30284982
2015-11-03 01:00:00.000000,52.93,54.39,52.9,54.15,36596931
2015-11-04 01:00:00.000000,54.18,54.88,54.06,54.4,37087849
2015-11-05 01:00:00.000000,54.49,54.7,54.0,54.38,31468485
2015-11-06 01:00:00.000000,54.085,54.98,53.964,54.92,32851204
2015-11-09 01:00:00.000000,54.55,54.87,53.56,54.16,32513067
2015-11-10 01:00:00.000000,54.07,54.13,53.27,53.51,55283697
2015-11-11 01:00:00.000000,53.7,54.2,53.46,53.65,36516260
2015-11-12 01:00:00.000000,53.48,53.9791,53.19,53.32,35361095
2015-11-13 01:00:00.000000,53.07,53.29,52.53,52.84,36848175
2015-11-16 01:00:00.000000,53.08,53.89,52.85,53.765,32165198
2015-11-17 01:00:00.000000,53.17,53.53,52.85,52.97,31551255
2015-11-18 01:00:00.000000,53.0,53.98,52.9799,53.85,29710030
2015-11-19 01:00:00.000000,53.99,54.66,53.781,53.94,28149228
2015-11-20 01:00:00.000000,54.25,54.3,53.265,54.19,37147608
2015-11-23 01:00:00.000000,54.25,54.46,53.75,54.19,28235918
2015-11-24 01:00:00.000000,53.92,54.44,53.58,54.25,24600043
2015-11-25 01:00:00.000000,54.09,54.23,53.69,53.69,21005147
2015-11-27 01:00:00.000000,53.8,54.08,53.79,53.93,9009132
2015-11-30 01:00:00.000000,54.54,54.96,53.9999,54.35,56241417
2015-12-01 01:00:00.000000,54.41,55.23,54.3,55.22,39952779
2015-12-02 01:00:00.000000,55.32,55.96,55.06,55.21,47274879
2015-12-03 01:00:00.000000,55.49,55.77,53.93,54.2,38627835
2015-12-04 01:00:00.000000,54.12,56.23,54.1,55.91,43963662
2015-12-07 01:00:00.000000,55.79,55.97,55.29,55.81,30709765
2015-12-08 01:00:00.000000,55.47,56.1,54.99,55.79,32878026
2015-12-09 01:00:00.000000,55.37,55.87,54.51,54.98,36373209
2015-12-10 01:00:00.000000,55.39,55.655,55.01,55.27,31775826
2015-12-11 01:00:00.000000,54.71,55.1,54.01,54.06,39549497
2015-12-14 01:00:00.000000,54.33,55.21,53.68,55.14,47006491
2015-12-15 01:00:00.000000,55.66,55.9,55.09,55.2,39842998
