datetime,open,high,low,close,volume
2015-10-14 01:00:00.000000,27.8225,27.88,27.39,27.5525,177849796
2015-10-15 01:00:00.000000,27.7325,28.025,27.6225,27.965,150693808
2015-10-16 01:00:00.000000,27.945,28.0,27.6325,27.76,156930436
2015-10-19 01:00:00.000000,27.7,27.9375,27.5275,27.9325,119036612
2015-10-20 01:00:00.000000,27.835,28.5425,27.705,28.4425,195871052
2015-10-21 01:00:00.000000,28.5,28.895,28.425,28.44,169307896
2015-10-22 01:00:00.000000,28.5825,28.875,28.525,28.875,166616356
2015-10-23 01:00:00.000000,29.175,29.807,29.0825,29.77,237467656
2015-10-26 01:00:00.000000,29.52,29.5325,28.73,28.82,265335124
2015-10-27 01:00:00.000000,28.85,29.135,28.4975,28.6375,279537600
2015-10-28 01:00:00.000000,29.2325,29.825,29.015,29.8175,342205408
2015-10-29 01:00:00.000000,29.675,30.1725,29.5675,30.1325,204909336
2015-10-30 01:00:00.000000,30.2475,30.305,29.8625,29.875,197461016
2015-11-02 01:00:00.000000,29.9675,30.34,29.9025,30.295,128813068
2015-11-03 01:00:00.000000,30.1975,30.8725,30.175,30.6425,182075904
2015-11-04 01:00:00.000000,30.7825,30.955,30.405,30.5,179544200
2015-11-05 01:00:00.000000,30.4625,30.6725,30.045,30.23,158210720
2015-11-06 01:00:00.000000,30.2775,30.4525,30.155,30.265,132169132
2015-11-09 01:00:00.000000,30.24,30.4525,30.0125,30.1425,135485620
2015-11-10 01:00:00.000000,29.225,29.5175,29.01525,29.1925,236511724
2015-11-11 01:00:00.000000,29.0925,29.355,28.8025,29.0275,180871884
2015-11-12 01:00:00.000000,29.065,29.205,28.9125,28.93,130102316
2015-11-13 01:00:00.000000,28.8,28.8925,28.0675,28.085,183249612
2015-11-16 01:00:00.000000,27.845,28.56,27.75,28.54375,152426804
2015-11-17 01:00:00.000000,28.73,28.7625,28.33,28.4225,110467756
2015-11-18 01:00:00.000000,28.94,29.3725,28.875,29.3225,186698788
2015-11-19 01:00:00.000000,29.41,29.9375,29.19,29.695,173183280
2015-11-20 01:00:00.000000,29.8,29.98,29.7125,29.825,137148384
2015-11-23 01:00:00.000000,29.8175,29.9325,29.335,29.4375,129930112
2015-11-24 01:00:00.000000,29.3325,29.8375,29.28,29.72,171212688
2015-11-25 01:00:00.000000,29.8025,29.8075,29.48,29.5075,85553232
2015-11-27 01:00:00.000000,29.5725,29.6025,29.4,29.4525,52185780
2015-11-30 01:00:00.000000,29.4975,29.8525,29.4375,29.575,156721288
2015-12-01 01:00:00.000000,29.6875,29.7025,29.215,29.335,139409496
2015-12-02 01:00:00.000000,29.2625,29.5275,29.02,29.07,133546252
2015-12-03 01:00:00.000000,29.1375,29.1975,28.555,28.8,166278036
2015-12-04 01:00:00.000000,28.8225,29.8125,28.7775,29.7575,231107908
2015-12-07 01:00:00.000000,29.745,29.965,29.4525,29.57,128336996
2015-12-08 01:00:00.000000,29.38,29.65,29.215,29.5575,137237800
2015-12-09 01:00:00.000000,29.41,29.4225,28.77,28.905,185445428
2015-12-10 01:00:00.000000,29.01,29.235,28.8775,29.0425,116850908
2015-12-11 01:00:00.000000,28.7975,28.8475,28.21275,28.295,187544644
2015-12-14 01:00:00.000000,28.045,28.17,27.4475,28.12,260014436
2015-12-15 01:00:00.000000,27.985,28.2,27.5875,27.6225,213292420
2015-12-16 01:00:00.000000,27.7675,27.9975,27.2,27.835,224953868
2015-12-17 01:00:00.000000,28.005,28.0625,27.245,27.245,179091308
2015-12-18 01:00:00.000000,27.2275,27.38,26.4525,26.5075,385813308
2015-12-21 01:00:00.000000,26.82,26.8425,26.3925,26.8325,190362440
2015-12-22 01:00:00.000000,26.85,26.93,26.61275,26.8075,131157468
2015-12-23 01:00:00.000000,26.8175,27.2125,26.8,27.1525,130629416
2015-12-24 01:00:00.000000,27.25,27.25,26.9875,27.0075,54386720
2015-12-28 01:00:00.000000,26.8975,26.9225,26.545175,26.705,106816840
2015-12-29 01:00:00.000000,26.74,27.3575,26.715,27.185,123724972
2015-12-30 01:00:00.000000,27.145,27.175,26.795,26.83,100855108
2015-12-31 01:00:00.000000,26.7525,26.7575,26.205,26.315,163649264
2016-01-04 01:00:00.000000,25.6525,26.342,25.5,26.3375,270597548
2016-01-05 01:00:00.000000,26.4375,26.4625,25.6025,25.6775,223163968
2016-01-06 01:00:00.000000,25.14,25.5925,24.9675,25.175,273829552
2016-01-07 01:00:00.000000,24.67,25.0325,24.1075,24.1125,324377712
2016-01-08 01:00:00.000000,24.6375,24.7775,24.19,24.24,283192064
